,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000102053,117.3993391,-1.290029947,0.278158549,-4.637750495,3.52E-06,7.11E-05,ZC3H12B
ENSG00000104918,13.46921477,6.595992688,1.423569568,4.633417878,3.60E-06,7.25E-05,RETN
ENSG00000150867,1661.748526,1.322142309,0.285365991,4.633146036,3.60E-06,7.26E-05,PIP4K2A
ENSG00000180919,8.190185893,-5.30683216,1.145607084,-4.632331829,3.62E-06,7.28E-05,OR56B4
ENSG00000242515,978.7108081,-2.11575176,0.456774584,-4.631938455,3.62E-06,7.28E-05,UGT1A10
ENSG00000258498,40.98921426,-4.4998757,0.971793485,-4.63048556,3.65E-06,7.32E-05,DIO3OS
ENSG00000100412,4331.111203,-0.798823142,0.172538637,-4.629821784,3.66E-06,7.34E-05,ACO2
ENSG00000189090,11.72078132,4.820126069,1.041178749,4.629489484,3.67E-06,7.34E-05,FAM25G
ENSG00000177191,891.9906417,-1.98337848,0.428914398,-4.624182565,3.76E-06,7.52E-05,B3GNT8
ENSG00000172803,128.3815823,-1.760060948,0.38083853,-4.621541179,3.81E-06,7.61E-05,SNX32
ENSG00000065534,7768.574515,-1.933315422,0.418548259,-4.619097993,3.85E-06,7.68E-05,MYLK
ENSG00000161267,2707.687131,-1.269405368,0.274818435,-4.6190692,3.85E-06,7.68E-05,BDH1
ENSG00000119723,525.5114339,-0.882713893,0.191122407,-4.618578775,3.86E-06,7.69E-05,COQ6
ENSG00000186810,172.9354494,1.021137793,0.221295495,4.61436321,3.94E-06,7.84E-05,CXCR3
ENSG00000160439,1144.655931,-0.699664159,0.15163565,-4.614113896,3.95E-06,7.84E-05,RDH13
ENSG00000113749,110.6381237,4.45841799,0.966671844,4.61213184,3.99E-06,7.91E-05,HRH2
ENSG00000105639,1773.789128,1.956533876,0.424256811,4.611673459,3.99E-06,7.91E-05,JAK3
ENSG00000015285,476.6260711,1.920417179,0.416682717,4.608823696,4.05E-06,8.01E-05,WAS
ENSG00000198178,16.93312891,7.514076009,1.631855436,4.604621122,4.13E-06,8.17E-05,CLEC4C
ENSG00000028277,521.7496745,2.053507121,0.446058278,4.603674502,4.15E-06,8.18E-05,POU2F2
ENSG00000150961,3646.158486,0.949751439,0.206303109,4.60367002,4.15E-06,8.18E-05,SEC24D
ENSG00000157303,178.9803924,1.696436546,0.368608545,4.602271352,4.18E-06,8.23E-05,SUSD3
ENSG00000290503,6.728183356,4.984488693,1.08402084,4.598148402,4.26E-06,8.39E-05,FOLH1B
ENSG00000121594,298.7724211,3.442538539,0.7488427,4.597145087,4.28E-06,8.42E-05,CD80
ENSG00000103375,10869.06806,-4.893125312,1.064951334,-4.59469382,4.33E-06,8.51E-05,AQP8
ENSG00000181240,8.822765586,-3.162230403,0.688279372,-4.594399502,4.34E-06,8.51E-05,SLC25A41
ENSG00000186377,43.29551332,3.372650554,0.734140138,4.594014658,4.35E-06,8.51E-05,CYP4X1
ENSG00000111215,21.42327107,-1.666075218,0.362722142,-4.593254796,4.36E-06,8.52E-05,PRH1
ENSG00000231887,21.42327107,-1.666075218,0.362722142,-4.593254796,4.36E-06,8.52E-05,PRH1
ENSG00000169957,1486.437019,-0.943170567,0.205420774,-4.59140792,4.40E-06,8.59E-05,ZNF768
ENSG00000130653,402.9443608,-1.947714595,0.42425066,-4.590952421,4.41E-06,8.60E-05,PNPLA7
ENSG00000211685,5390.171854,3.12768237,0.681325475,4.5905848,4.42E-06,8.60E-05,IGLC7
ENSG00000163545,1612.852622,-0.9814293,0.21381516,-4.590082849,4.43E-06,8.61E-05,NUAK2
ENSG00000163191,4508.848294,1.658940102,0.361634282,4.587341917,4.49E-06,8.68E-05,S100A11
ENSG00000166387,2121.009915,-1.092335143,0.238132742,-4.587085057,4.49E-06,8.68E-05,PPFIBP2
ENSG00000137714,673.2588609,-0.701087363,0.152826469,-4.587473424,4.49E-06,8.68E-05,FDX1
ENSG00000100526,232.4078753,1.356063241,0.295621325,4.587163123,4.49E-06,8.68E-05,CDKN3
ENSG00000129226,3392.283335,1.552397076,0.338379891,4.58773443,4.48E-06,8.68E-05,CD68
ENSG00000011600,734.5505639,3.191633546,0.695659778,4.587923076,4.48E-06,8.68E-05,TYROBP
ENSG00000091583,9.78541593,-3.96463715,0.865145884,-4.582622679,4.59E-06,8.84E-05,APOH
ENSG00000068912,3833.032882,1.228839008,0.268151578,4.5826283,4.59E-06,8.84E-05,ERLEC1
ENSG00000138684,37.63901933,4.205492297,0.917961841,4.581336726,4.62E-06,8.89E-05,IL21
ENSG00000101017,643.0016047,2.108972241,0.460507878,4.579665938,4.66E-06,8.95E-05,CD40
ENSG00000207605,29.19031504,-2.227270823,0.486443002,-4.57868818,4.68E-06,8.98E-05,MIR191
ENSG00000112486,795.7009744,1.77041167,0.386702397,4.57822781,4.69E-06,8.99E-05,CCR6
ENSG00000086205,17.0336789,3.166783707,0.692405773,4.573595183,4.79E-06,9.18E-05,FOLH1
ENSG00000107554,3308.360967,-1.106626098,0.242016772,-4.572518219,4.82E-06,9.19E-05,DNMBP
ENSG00000163947,1270.953783,0.842834765,0.184323732,4.572578678,4.82E-06,9.19E-05,ARHGEF3
ENSG00000168916,971.135291,-1.464803415,0.320330295,-4.572790774,4.81E-06,9.19E-05,ZNF608
ENSG00000106006,75.80359424,-1.904076989,0.41640479,-4.572658709,4.82E-06,9.19E-05,HOXA6
ENSG00000005206,1868.90865,-0.934529546,0.204516896,-4.569449108,4.89E-06,9.31E-05,SPPL2B
ENSG00000176771,145.8680286,-1.401466637,0.306752529,-4.568720725,4.91E-06,9.33E-05,NCKAP5
ENSG00000108946,7186.994853,0.742855643,0.162676468,4.566460359,4.96E-06,9.42E-05,PRKAR1A
ENSG00000198759,43.70113918,3.837647776,0.840544436,4.56566912,4.98E-06,9.45E-05,EGFL6
ENSG00000214357,3692.871257,-1.986817929,0.435236251,-4.564918306,5.00E-06,9.47E-05,NEURL1B
ENSG00000116663,506.0745284,1.585727691,0.347430555,4.564157261,5.02E-06,9.50E-05,FBXO6
ENSG00000150667,115.6242996,-2.167060595,0.474995461,-4.562276429,5.06E-06,9.57E-05,FSIP1
ENSG00000074582,455.9592894,-0.613940322,0.134636385,-4.55998816,5.12E-06,9.66E-05,BCS1L
ENSG00000111145,646.2918164,1.528782732,0.335314788,4.55924638,5.13E-06,9.69E-05,ELK3
ENSG00000118194,15.7228692,-2.357275815,0.517133255,-4.558352792,5.16E-06,9.72E-05,TNNT2
ENSG00000131089,1061.467071,-0.909914758,0.199627437,-4.558064622,5.16E-06,9.72E-05,ARHGEF9
ENSG00000136295,2016.658063,1.532055828,0.336140697,4.557781433,5.17E-06,9.72E-05,TTYH3
ENSG00000128709,110.8306038,-2.562841072,0.562437118,-4.556671299,5.20E-06,9.76E-05,HOXD9
ENSG00000211599,519.8764409,3.325631642,0.730011925,4.555585364,5.22E-06,9.80E-05,IGKV5-2
ENSG00000164136,192.0187519,1.125081177,0.247117925,4.552810876,5.29E-06,9.91E-05,IL15
ENSG00000104320,2508.786251,0.72268857,0.158736534,4.552755138,5.29E-06,9.91E-05,NBN
ENSG00000144659,1024.935753,-0.714386217,0.156922083,-4.552490029,5.30E-06,9.91E-05,SLC25A38
ENSG00000171914,5416.694072,-1.358071804,0.298429846,-4.550723811,5.35E-06,9.99E-05,TLN2
ENSG00000213512,34.33991505,2.878452514,0.632769614,4.548973985,5.39E-06,0.000100467,GBP7
ENSG00000101074,67.60304322,-1.530957769,0.336566406,-4.548753958,5.40E-06,0.000100467,R3HDML
ENSG00000204983,26.47813332,4.270425166,0.938783702,4.54889146,5.39E-06,0.000100467,PRSS1
ENSG00000143851,1203.103153,1.709307717,0.375795046,4.548510509,5.40E-06,0.000100471,PTPN7
ENSG00000161849,6.324094371,-5.523108701,1.214585874,-4.547318408,5.43E-06,0.000100929,KRT84
ENSG00000114023,2799.863087,-1.284713712,0.282567428,-4.546573974,5.45E-06,0.000101174,FAM162A
ENSG00000124201,5855.802144,0.830315397,0.182653846,4.545841296,5.47E-06,0.000101414,ZNFX1
ENSG00000166278,219.2277364,2.361015193,0.51947836,4.544973138,5.49E-06,0.000101719,C2
ENSG00000064012,1399.874171,0.741414951,0.163141049,4.544625362,5.50E-06,0.000101775,CASP8
ENSG00000243156,5086.974351,-1.240039884,0.273098859,-4.540626373,5.61E-06,0.000103495,MICAL3
ENSG00000011083,363.5002781,-2.00710888,0.442018835,-4.540776818,5.60E-06,0.000103495,SLC6A7
ENSG00000120725,1776.790079,0.988546491,0.217904476,4.536604799,5.72E-06,0.000105371,SIL1
ENSG00000276566,4766.212116,4.064869462,0.896901853,4.532122939,5.84E-06,0.000107513,IGKV1D-13
ENSG00000197165,677.7652594,-2.029860362,0.448012546,-4.530811422,5.88E-06,0.000108063,SULT1A2
ENSG00000095752,171.8859405,4.302850556,0.949949393,4.529557669,5.91E-06,0.000108587,IL11
ENSG00000170502,809.672732,-0.586555577,0.12951644,-4.528811773,5.93E-06,0.000108851,NUDT9
ENSG00000197181,66.29962246,-1.754493645,0.387468158,-4.528097624,5.95E-06,0.000109099,PIWIL2
ENSG00000183778,7192.928278,-2.141929887,0.473132419,-4.527125599,5.98E-06,0.000109482,B3GALT5
ENSG00000175329,3236.943844,-2.097560453,0.463571648,-4.524781575,6.05E-06,0.000110581,ISX
ENSG00000100311,225.3587502,2.162710793,0.478040998,4.524111538,6.06E-06,0.000110736,PDGFB
ENSG00000144677,2084.523231,-1.243800916,0.274932604,-4.524021152,6.07E-06,0.000110736,CTDSPL
ENSG00000101294,3389.665994,1.198472361,0.265065507,4.521419539,6.14E-06,0.000111984,HM13
ENSG00000054938,17.80613668,7.586894282,1.678533536,4.519953946,6.19E-06,0.000112639,CHRDL2
ENSG00000139540,3229.043858,-1.992445919,0.440874914,-4.519299819,6.20E-06,0.000112741,SLC39A5
ENSG00000158528,1590.700628,-0.959882464,0.212395562,-4.519315067,6.20E-06,0.000112741,PPP1R9A
ENSG00000129657,2685.475287,1.222912263,0.270632167,4.518724727,6.22E-06,0.000112925,SEC14L1
ENSG00000166794,4420.688864,0.92272281,0.20425944,4.517405958,6.26E-06,0.000113383,PPIB
ENSG00000145246,965.3469614,1.10531596,0.244678565,4.517420471,6.26E-06,0.000113383,ATP10D
ENSG00000173653,504.8933871,-0.69064554,0.152962471,-4.51513064,6.33E-06,0.000114483,RCE1
ENSG00000159214,238.6399349,-1.110762705,0.246089918,-4.513645727,6.37E-06,0.000115102,CCDC24
ENSG00000197614,73.59264931,-4.040443991,0.895184962,-4.513529786,6.38E-06,0.000115102,MFAP5
ENSG00000162434,11228.926,0.607669882,0.134644367,4.513147451,6.39E-06,0.000115185,JAK1
ENSG00000131389,1358.468502,1.997800216,0.44296124,4.510101641,6.48E-06,0.000116725,SLC6A6
ENSG00000293246,346.8274329,-1.436693026,0.318638644,-4.508847421,6.52E-06,0.00011729,ZNF321P
ENSG00000135100,742.4957213,-1.207858986,0.267916871,-4.508334921,6.53E-06,0.000117447,HNF1A
ENSG00000086300,493.3836334,1.757314318,0.389832871,4.507865931,6.55E-06,0.00011758,SNX10
ENSG00000151376,519.88072,-1.49938978,0.332659321,-4.507283238,6.57E-06,0.000117777,ME3
ENSG00000105967,220.4366924,2.306919894,0.512277514,4.503262064,6.69E-06,0.000119899,TFEC
ENSG00000132781,464.3069614,-0.971007799,0.215676122,-4.502157158,6.73E-06,0.000120266,MUTYH
ENSG00000205358,248.7037979,-3.739332616,0.830559018,-4.502187724,6.73E-06,0.000120266,MT1H
ENSG00000204020,55.23742722,6.782812132,1.507215227,4.500227976,6.79E-06,0.000121233,LIPN
ENSG00000184557,11550.63059,2.054350216,0.456545401,4.499772006,6.80E-06,0.000121363,SOCS3
ENSG00000197057,87.84577176,2.43600896,0.541796278,4.496171457,6.92E-06,0.000123304,DTHD1
ENSG00000205220,3316.115952,0.961190424,0.213834708,4.495015951,6.96E-06,0.000123843,PSMB10
ENSG00000127249,442.951967,-2.561537468,0.570105056,-4.49309727,7.02E-06,0.000124831,ATP13A4
ENSG00000120708,5134.103348,2.579492249,0.574215945,4.492198925,7.05E-06,0.000125226,TGFBI
ENSG00000133315,277.087932,-1.498298549,0.333698583,-4.489975761,7.12E-06,0.000126405,MACROD1
ENSG00000198342,111.7900921,-0.78353074,0.174533116,-4.489295535,7.15E-06,0.000126675,ZNF442
ENSG00000006652,3218.297393,-1.07126383,0.238654925,-4.48875644,7.16E-06,0.000126861,IFRD1
ENSG00000102043,257.4578896,-1.500835533,0.334376212,-4.488463827,7.17E-06,0.0001269,MTMR8
ENSG00000182628,598.5894,0.852798869,0.190064018,4.48690329,7.23E-06,0.000127698,SKA2
ENSG00000102524,212.7528626,2.294534037,0.511504403,4.485853934,7.26E-06,0.000128192,TNFSF13B
ENSG00000119777,2990.439971,0.652021057,0.145368438,4.485300011,7.28E-06,0.00012839,TMEM214
ENSG00000171714,928.1220593,-2.512159222,0.56023606,-4.484108403,7.32E-06,0.000128884,ANO5
ENSG00000080493,16523.0041,-2.30702187,0.514497396,-4.484030212,7.32E-06,0.000128884,SLC4A4
ENSG00000198829,62.55813023,5.088435399,1.134925444,4.483497506,7.34E-06,0.00012907,SUCNR1
ENSG00000134962,84.35803561,-0.86706402,0.193508392,-4.480756668,7.44E-06,0.000130601,KLB
ENSG00000197629,1980.722493,1.998532684,0.446260094,4.478403318,7.52E-06,0.00013191,MPEG1
ENSG00000109689,1187.873951,0.503523217,0.112440575,4.478127378,7.53E-06,0.000131942,STIM2
ENSG00000169299,1099.722696,0.484431556,0.108189466,4.477622226,7.55E-06,0.000132116,PGM2
ENSG00000208028,25.88108821,-1.922536565,0.429420645,-4.477047364,7.57E-06,0.000132333,MIR616
ENSG00000213918,272.2294906,-1.36694392,0.305383974,-4.476148177,7.60E-06,0.000132535,DNASE1
ENSG00000183044,946.6962938,-1.603536155,0.358247898,-4.476051823,7.60E-06,0.000132535,ABAT
ENSG00000197496,785.1403277,-1.32389135,0.295743426,-4.476486145,7.59E-06,0.000132535,SLC2A10
ENSG00000137563,1407.057451,-1.29782845,0.290087402,-4.473922145,7.68E-06,0.000133723,GGH
ENSG00000176531,352.5102599,-1.04033621,0.23266315,-4.471426657,7.77E-06,0.000135152,PHLDB3
ENSG00000135074,3311.998489,2.803393686,0.627065688,4.470653937,7.80E-06,0.0001355,ADAM19
ENSG00000133742,29112.55521,-4.063011414,0.910355448,-4.463104409,8.08E-06,0.000140219,CA1
ENSG00000103226,4392.770064,0.75373631,0.168989672,4.460250732,8.19E-06,0.000141951,NOMO3
ENSG00000023902,938.8147751,1.918840909,0.430262504,4.459698189,8.21E-06,0.00014217,PLEKHO1
ENSG00000204592,4482.263758,0.983882904,0.220676669,4.458481766,8.25E-06,0.000142831,HLA-E
ENSG00000132170,2594.989023,-1.439808145,0.32302098,-4.45732084,8.30E-06,0.000143457,PPARG
ENSG00000129667,818.3519355,1.835162402,0.411795804,4.456486401,8.33E-06,0.000143726,RHBDF2
ENSG00000198680,276.7446699,-1.098167291,0.246420602,-4.456475149,8.33E-06,0.000143726,TUSC1
ENSG00000175463,512.3667344,1.266926962,0.28431859,4.456011695,8.35E-06,0.000143888,TBC1D10C
ENSG00000166126,2430.707552,-1.544521921,0.3466448,-4.455632737,8.36E-06,0.000143994,AMN
ENSG00000177340,73.72376829,-0.854259882,0.19177519,-4.454485908,8.41E-06,0.000144616,FLJ13224
ENSG00000060982,506.3365347,2.379107125,0.534258997,4.453096975,8.46E-06,0.000145406,BCAT1
ENSG00000227507,78.17770157,1.589318159,0.357063983,4.451073858,8.54E-06,0.000146631,LTB
ENSG00000058262,12188.03759,0.808882984,0.181847529,4.448138438,8.66E-06,0.00014848,SEC61A1
ENSG00000125347,9981.547212,1.609124469,0.361768348,4.447941555,8.67E-06,0.00014848,IRF1
ENSG00000099866,357.0141287,2.394164697,0.538704032,4.444304392,8.82E-06,0.000150859,MADCAM1
ENSG00000242580,1547.237388,4.481786221,1.008500501,4.44400991,8.83E-06,0.000150911,IGKV1D-43
ENSG00000008513,1888.814895,2.066526715,0.465117682,4.44301904,8.87E-06,0.000151453,ST3GAL1
ENSG00000271447,2578.357139,-2.037390691,0.458695401,-4.441707253,8.92E-06,0.000152223,MMP28
ENSG00000109063,80.93204007,-1.761879755,0.397137807,-4.436444291,9.15E-06,0.000155832,MYH3
ENSG00000166289,210.3932397,1.707525472,0.385039767,4.434673036,9.22E-06,0.000156958,PLEKHF1
ENSG00000064932,5278.510958,1.526040382,0.3442864,4.432473614,9.32E-06,0.000158407,SBNO2
ENSG00000127980,1459.533334,-0.793672738,0.179092967,-4.431624275,9.35E-06,0.00015887,PEX1
ENSG00000228315,564.5105348,-0.894688477,0.201951522,-4.430214092,9.41E-06,0.00015975,GUSBP11
ENSG00000162992,45.34313745,-1.781194235,0.402093482,-4.429801313,9.43E-06,0.000159893,NEUROD1
ENSG00000163577,240.3958747,1.333497857,0.301091292,4.428882181,9.47E-06,0.000160413,EIF5A2
ENSG00000078328,27.99626372,-2.022528131,0.456832706,-4.427284004,9.54E-06,0.000161442,RBFOX1
ENSG00000147649,6865.832118,0.760453817,0.171789449,4.426661953,9.57E-06,0.000161744,MTDH
ENSG00000187398,28.19396736,-4.371432506,0.988162039,-4.423801295,9.70E-06,0.000163736,LUZP2
ENSG00000187513,205.0969122,3.416328028,0.772380209,4.423116993,9.73E-06,0.000164089,GJA4
ENSG00000185164,4802.841934,0.804337221,0.181861092,4.422810901,9.74E-06,0.000164156,NOMO2
ENSG00000146112,226.3827824,1.819484813,0.411479787,4.421808483,9.79E-06,0.000164753,PPP1R18
ENSG00000135702,4016.622066,-1.629085957,0.368621284,-4.41940286,9.90E-06,0.000166262,CHST5
ENSG00000128242,183.0717893,-2.058870823,0.465868738,-4.419422591,9.90E-06,0.000166262,GAL3ST1
ENSG00000138109,31.76558473,2.507129321,0.567417487,4.418491459,9.94E-06,0.000166797,CYP2C9
ENSG00000165794,15.26050622,-3.332812193,0.754359708,-4.418067609,9.96E-06,0.000166956,SLC39A2
ENSG00000163840,5896.959504,1.106272105,0.250430057,4.417489335,9.99E-06,0.000167235,DTX3L
ENSG00000146039,1519.170583,-2.634630996,0.596531443,-4.416583614,1.00E-05,0.000167769,SLC17A4
ENSG00000121716,562.6567977,-1.053715663,0.238663595,-4.415066584,1.01E-05,0.00016878,PILRB
ENSG00000156873,857.2083242,-0.535113308,0.121258666,-4.412990222,1.02E-05,0.000170237,PHKG2
ENSG00000178726,1367.002932,3.613342324,0.819271198,4.410434949,1.03E-05,0.000172087,THBD
ENSG00000117318,3728.406975,-1.145082888,0.259683839,-4.409526964,1.04E-05,0.000172637,ID3
ENSG00000141401,1603.008886,-1.209027821,0.274307428,-4.407565011,1.05E-05,0.000174034,IMPA2
ENSG00000164379,97.34593836,3.679017083,0.834830552,4.406902783,1.05E-05,0.000174392,FOXQ1
ENSG00000134109,5849.36681,1.051910798,0.23873734,4.406142742,1.05E-05,0.000174831,EDEM1
ENSG00000103811,2342.306576,1.903101271,0.432063789,4.404676626,1.06E-05,0.000175842,CTSH
ENSG00000183579,407.8123922,-0.951951733,0.216170254,-4.403712874,1.06E-05,0.000176275,ZNRF3
ENSG00000242110,2094.087824,-1.887828616,0.428688562,-4.403729847,1.06E-05,0.000176275,AMACR
ENSG00000106772,1613.388236,3.002298553,0.682348516,4.39994883,1.08E-05,0.000179182,PRUNE2
ENSG00000012779,1311.148058,2.152007148,0.489131415,4.39965024,1.08E-05,0.000179251,ALOX5
ENSG00000100219,25464.22094,2.082504049,0.473546945,4.397671809,1.09E-05,0.000180713,XBP1
ENSG00000128340,2682.179243,1.658225653,0.377499452,4.392657116,1.12E-05,0.000184751,RAC2
ENSG00000187608,2240.436711,2.426051689,0.55240975,4.391761166,1.12E-05,0.000185148,ISG15
ENSG00000138073,1925.04903,0.891072784,0.20289489,4.391795097,1.12E-05,0.000185148,PREB
ENSG00000101307,223.4027104,3.193432883,0.727315473,4.390712148,1.13E-05,0.00018586,SIRPB1
ENSG00000140873,14.63569974,2.645142546,0.602558521,4.389851694,1.13E-05,0.000186306,ADAMTS18
ENSG00000074695,6789.272778,0.977307305,0.222644135,4.389548846,1.14E-05,0.000186306,LMAN1
ENSG00000111843,1594.348902,-0.47895147,0.10911073,-4.389590933,1.14E-05,0.000186306,TMEM14C
ENSG00000198734,151.5034894,2.117616299,0.48253754,4.388500632,1.14E-05,0.000187022,F5
ENSG00000158286,256.5348678,-1.413072347,0.322043601,-4.387829294,1.14E-05,0.000187416,RNF207
ENSG00000128052,1311.316189,2.478963234,0.565080982,4.386916764,1.15E-05,0.000188019,KDR
ENSG00000104870,5416.316797,-1.260522049,0.287405914,-4.385859814,1.16E-05,0.000188749,FCGRT
ENSG00000179981,1456.518977,-1.116967974,0.254861088,-4.382654033,1.17E-05,0.000191362,TSHZ1
ENSG00000162729,1980.944814,-0.686601183,0.156678515,-4.382229334,1.17E-05,0.000191548,IGSF8
ENSG00000147251,929.7055011,1.361202217,0.310762713,4.380198006,1.19E-05,0.000193153,DOCK11
ENSG00000140254,42.76999132,3.045852275,0.695472385,4.379544521,1.19E-05,0.000193545,DUOXA1
ENSG00000155287,539.4712699,0.498639148,0.113867763,4.379107251,1.19E-05,0.000193744,SLC25A28
ENSG00000124256,916.7527546,2.292059761,0.523623575,4.377304368,1.20E-05,0.000195163,ZBP1
ENSG00000163154,75.04280762,1.810490698,0.413701072,4.376325856,1.21E-05,0.00019585,TNFAIP8L2
ENSG00000140506,8.476039397,-3.502945517,0.800626023,-4.375258131,1.21E-05,0.00019662,LMAN1L
ENSG00000162366,4709.663985,2.931758909,0.670460404,4.372754741,1.23E-05,0.000198696,PDZK1IP1
ENSG00000211950,3364.919863,3.954184381,0.904501422,4.371672931,1.23E-05,0.000199489,IGHV1-24
ENSG00000150594,441.9079624,0.929872921,0.212735018,4.371038349,1.24E-05,0.000199876,ADRA2A
ENSG00000139572,104.1415451,4.477334914,1.024715076,4.369346189,1.25E-05,0.000201236,GPR84
ENSG00000167711,88.92004057,2.018015217,0.4622401,4.365729447,1.27E-05,0.000204397,SERPINF2
ENSG00000144426,4631.192041,-1.413278731,0.323907113,-4.363222274,1.28E-05,0.000206555,NBEAL1
ENSG00000124602,389.9253204,2.507301397,0.574960872,4.360820921,1.30E-05,0.000208634,UNC5CL
ENSG00000128165,251.4731041,1.141907603,0.261886965,4.360307144,1.30E-05,0.000208923,ADM2
ENSG00000143878,13551.33036,-0.616430956,0.141428996,-4.358589644,1.31E-05,0.000210366,RHOB
ENSG00000066405,25.47954773,2.585225078,0.593506603,4.355848892,1.33E-05,0.000212811,CLDN18
ENSG00000143119,3137.465279,2.262781468,0.519732845,4.353739594,1.34E-05,0.000214627,CD53
ENSG00000143248,3516.037259,3.247022454,0.745830492,4.353566243,1.34E-05,0.000214627,RGS5
ENSG00000140451,138.6759601,1.485175212,0.341190294,4.352923397,1.34E-05,0.000215051,PIF1
ENSG00000290865,267.6165774,-0.941339763,0.216325881,-4.351489337,1.35E-05,0.000216048,RRN3P3
ENSG00000167702,727.0540258,-1.091013904,0.250711308,-4.351674085,1.35E-05,0.000216048,KIFC2
ENSG00000186510,6.320666174,-4.923582633,1.131871156,-4.349949734,1.36E-05,0.000217362,CLCNKA
ENSG00000132437,1421.231965,-1.0430238,0.239796544,-4.349619812,1.36E-05,0.000217481,DDC
ENSG00000160973,39.38777137,-2.087196402,0.479989539,-4.348420604,1.37E-05,0.000218464,FOXH1
ENSG00000197405,782.0860484,3.553579415,0.817253264,4.348198501,1.37E-05,0.000218477,C5AR1
ENSG00000153944,955.3331915,0.550126199,0.126603606,4.345264834,1.39E-05,0.000221159,MSI2
ENSG00000138964,484.8825762,1.46363917,0.33684798,4.345103001,1.39E-05,0.000221159,PARVG
ENSG00000129450,144.8934564,3.742431576,0.861440556,4.344387493,1.40E-05,0.00022167,SIGLEC9
ENSG00000172215,614.1769291,1.874011423,0.431433738,4.34368307,1.40E-05,0.000222171,CXCR6
ENSG00000114650,4079.457005,-0.896128628,0.206329727,-4.343187183,1.40E-05,0.000222461,SCAP
ENSG00000211777,16.53304708,1.986367285,0.457411791,4.342623704,1.41E-05,0.000222821,TRAV3
ENSG00000175567,607.4348704,1.800059145,0.41456354,4.34205851,1.41E-05,0.000223184,UCP2
ENSG00000122971,3804.012019,-1.383790886,0.318772602,-4.340996928,1.42E-05,0.000224053,ACADS
ENSG00000196407,33.23260735,1.651988112,0.38062328,4.340218265,1.42E-05,0.000224423,THEM5
ENSG00000104972,878.4552535,3.217732516,0.741370591,4.340248392,1.42E-05,0.000224423,LILRB1
ENSG00000084652,3912.758142,0.431902265,0.099525316,4.339622154,1.43E-05,0.00022482,TXLNA
ENSG00000171234,93.08917948,-1.735358422,0.400037499,-4.337989377,1.44E-05,0.000226283,UGT2B7
ENSG00000175197,1237.500599,-0.929383594,0.214279949,-4.337240138,1.44E-05,0.000226841,DDIT3
ENSG00000130600,90.24988761,3.688568875,0.850729426,4.335772057,1.45E-05,0.000227738,H19
ENSG00000163536,215.9758296,2.767271849,0.638244134,4.335757589,1.45E-05,0.000227738,SERPINI1
ENSG00000165215,10095.05592,-1.259356638,0.290458661,-4.335751718,1.45E-05,0.000227738,CLDN3
ENSG00000168447,4205.687989,-2.436894847,0.562262935,-4.334084104,1.46E-05,0.000229255,SCNN1B
ENSG00000167286,556.7530174,1.500213603,0.346268141,4.332519877,1.47E-05,0.000230674,CD3D
ENSG00000104626,784.7459985,0.940315429,0.217123034,4.330795355,1.49E-05,0.00023227,ERI1
ENSG00000185897,66.31764814,3.77599368,0.871937747,4.330577146,1.49E-05,0.000232283,FFAR3
ENSG00000197980,75.27625536,-1.669484724,0.385901959,-4.326188772,1.52E-05,0.000236735,LEKR1
ENSG00000157315,104.9846349,-1.987237488,0.459398785,-4.32573518,1.52E-05,0.000237001,TMED6
ENSG00000134910,5967.283761,0.779709973,0.180302672,4.324450462,1.53E-05,0.000237988,STT3A
ENSG00000114859,2914.297782,-1.706068825,0.39452085,-4.324407251,1.53E-05,0.000237988,CLCN2
ENSG00000121690,151.7854809,-1.380748117,0.319323993,-4.323972357,1.53E-05,0.000238236,DEPDC7
ENSG00000134851,2219.071631,1.148903713,0.265764445,4.323015117,1.54E-05,0.000238859,TMEM165
ENSG00000123643,2465.977869,-2.224302578,0.514529215,-4.322985974,1.54E-05,0.000238859,SLC36A1
ENSG00000026508,12041.38544,2.133585274,0.493603507,4.32246782,1.54E-05,0.000239198,CD44
ENSG00000126822,2564.525086,-1.270533861,0.294033493,-4.321051477,1.55E-05,0.000240515,PLEKHG3
ENSG00000164684,2328.483397,-2.003391745,0.463784837,-4.319657701,1.56E-05,0.000241815,ZNF704
ENSG00000162738,172.3117697,-1.918795684,0.444400999,-4.317712355,1.58E-05,0.000243729,VANGL2
ENSG00000185133,310.247459,-1.854652488,0.429612487,-4.317035803,1.58E-05,0.000244251,INPP5J
ENSG00000182985,1142.913196,2.325384491,0.539054855,4.313817912,1.60E-05,0.000247606,CADM1
ENSG00000166446,251.6949999,1.085938118,0.251750598,4.313547317,1.61E-05,0.00024768,CDYL2
ENSG00000145020,445.8071142,-1.36879833,0.317427044,-4.3121667,1.62E-05,0.000249002,AMT
ENSG00000158714,212.5424128,2.665563863,0.618185561,4.311915434,1.62E-05,0.000249055,SLAMF8
ENSG00000137841,568.8286152,1.251124539,0.290276218,4.310117274,1.63E-05,0.000250858,PLCB2
ENSG00000163219,1268.841039,1.521962445,0.353132268,4.309893444,1.63E-05,0.00025088,ARHGAP25
ENSG00000115523,540.2328671,2.396452432,0.556201112,4.308607766,1.64E-05,0.000252111,GNLY
ENSG00000240247,18.22591958,7.620453893,1.76886789,4.308096685,1.65E-05,0.000252462,DEFA1B
